Subject ID,Slice Index,Haarpsi,VSI,VIF,NQM,LPIPS,Motion_Level,sequence
brain_AXT1POST_210_6001645,8,49,49,45,35,47,1,t1post
brain_AXT1POST_210_6001645,9,49,49,46,39,48,1,t1post
brain_AXT1POST_209_6001458,0,49,49,45,35,46,1,t1post
brain_AXT1POST_209_6001458,1,49,49,43,36,45,1,t1post
brain_AXT1POST_209_6001458,2,49,49,44,35,45,1,t1post
brain_AXT1POST_209_6001458,3,49,49,43,34,44,1,t1post
brain_AXT1POST_209_6001458,4,49,49,44,36,46,1,t1post
brain_AXT1POST_209_6001458,5,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001458,6,49,49,44,35,46,1,t1post
brain_AXT1POST_209_6001458,7,49,49,42,35,46,1,t1post
brain_AXT1POST_209_6001458,8,49,49,46,36,48,1,t1post
brain_AXT1POST_209_6001458,9,49,49,43,36,46,1,t1post
brain_AXT1POST_209_6001434,0,49,49,42,34,45,1,t1post
brain_AXT1POST_209_6001434,1,49,49,42,36,45,1,t1post
brain_AXT1POST_209_6001434,2,49,49,46,37,47,1,t1post
brain_AXT1POST_209_6001434,3,49,49,46,37,47,1,t1post
brain_AXT1POST_209_6001434,4,49,49,45,35,47,1,t1post
brain_AXT1POST_209_6001434,5,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001434,6,49,49,46,37,47,1,t1post
brain_AXT1POST_209_6001434,7,49,49,43,36,47,1,t1post
brain_AXT1POST_209_6001434,8,49,49,45,38,48,1,t1post
brain_AXT1POST_209_6001434,9,49,49,43,34,47,1,t1post
brain_AXT1POST_209_6001417,0,49,49,43,36,45,1,t1post
brain_AXT1POST_209_6001417,1,49,49,46,40,48,1,t1post
brain_AXT1POST_209_6001417,2,49,49,43,34,45,1,t1post
brain_AXT1POST_209_6001417,3,49,49,46,36,47,1,t1post
brain_AXT1POST_209_6001417,4,49,49,48,39,48,1,t1post
brain_AXT1POST_209_6001417,5,49,49,44,37,47,1,t1post
brain_AXT1POST_209_6001417,6,49,49,45,35,47,1,t1post
brain_AXT1POST_209_6001417,7,49,49,45,36,47,1,t1post
brain_AXT1POST_209_6001417,8,49,49,46,38,47,1,t1post
brain_AXT1POST_209_6001417,9,49,49,46,37,48,1,t1post
brain_AXT1POST_209_6001354,0,49,49,43,35,46,1,t1post
brain_AXT1POST_209_6001354,1,49,49,44,36,46,1,t1post
brain_AXT1POST_209_6001354,2,49,49,41,35,43,1,t1post
brain_AXT1POST_209_6001354,3,49,49,45,32,47,1,t1post
brain_AXT1POST_209_6001354,4,49,49,43,37,46,1,t1post
brain_AXT1POST_209_6001354,5,48,49,40,32,45,1,t1post
brain_AXT1POST_209_6001354,6,49,49,42,34,46,1,t1post
brain_AXT1POST_209_6001354,7,49,49,42,37,47,1,t1post
brain_AXT1POST_209_6001354,8,49,49,41,31,46,1,t1post
brain_AXT1POST_209_6001354,9,49,49,41,34,47,1,t1post
brain_AXT1POST_209_6001320,0,49,49,43,35,46,1,t1post
brain_AXT1POST_209_6001320,1,49,49,45,36,46,1,t1post
brain_AXT1POST_209_6001320,2,49,49,44,37,46,1,t1post
brain_AXT1POST_209_6001320,3,49,49,43,33,45,1,t1post
brain_AXT1POST_209_6001320,4,49,49,43,36,46,1,t1post
brain_AXT1POST_209_6001320,5,49,49,46,38,48,1,t1post
brain_AXT1POST_209_6001320,6,49,49,44,33,47,1,t1post
brain_AXT1POST_209_6001320,7,49,49,44,36,47,1,t1post
brain_AXT1POST_209_6001320,8,49,49,41,33,46,1,t1post
brain_AXT1POST_209_6001320,9,49,49,45,38,48,1,t1post
brain_AXT1POST_209_6001279,0,49,49,44,30,45,1,t1post
brain_AXT1POST_209_6001279,1,49,49,41,31,42,1,t1post
brain_AXT1POST_209_6001279,2,48,49,40,30,40,1,t1post
brain_AXT1POST_209_6001279,3,49,49,44,32,46,1,t1post
brain_AXT1POST_209_6001279,4,49,49,42,34,45,1,t1post
brain_AXT1POST_209_6001279,5,49,49,45,37,47,1,t1post
brain_AXT1POST_209_6001279,6,49,49,45,39,47,1,t1post
brain_AXT1POST_209_6001279,7,49,49,43,33,46,1,t1post
brain_AXT1POST_209_6001279,8,49,49,40,32,45,1,t1post
brain_AXT1POST_209_6001279,9,49,49,45,38,48,1,t1post
brain_AXT1POST_209_6001264,0,49,49,43,34,45,1,t1post
brain_AXT1POST_209_6001264,1,49,49,42,34,44,1,t1post
brain_AXT1POST_209_6001264,2,49,49,41,34,42,1,t1post
brain_AXT1POST_209_6001264,3,49,49,42,31,43,1,t1post
brain_AXT1POST_209_6001264,4,49,49,42,30,43,1,t1post
brain_AXT1POST_209_6001264,5,49,49,48,40,48,1,t1post
brain_AXT1POST_209_6001264,6,49,49,44,33,46,1,t1post
brain_AXT1POST_209_6001264,7,49,49,45,33,47,1,t1post
brain_AXT1POST_209_6001264,8,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001264,9,49,49,46,39,48,1,t1post
brain_AXT1POST_209_6001250,0,49,49,42,36,44,1,t1post
brain_AXT1POST_209_6001250,1,49,49,46,37,47,1,t1post
brain_AXT1POST_209_6001250,2,48,49,42,27,45,1,t1post
brain_AXT1POST_209_6001250,3,49,49,43,31,45,1,t1post
brain_AXT1POST_209_6001250,4,49,49,44,34,47,1,t1post
brain_AXT1POST_209_6001250,5,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001250,6,49,49,45,36,47,1,t1post
brain_AXT1POST_209_6001250,7,49,49,44,37,47,1,t1post
brain_AXT1POST_209_6001250,8,49,49,45,35,48,1,t1post
brain_AXT1POST_209_6001250,9,49,49,44,36,47,1,t1post
brain_AXT1POST_209_6001236,0,49,49,42,33,43,1,t1post
brain_AXT1POST_209_6001236,1,49,49,43,32,44,1,t1post
brain_AXT1POST_209_6001236,2,49,49,44,36,46,1,t1post
brain_AXT1POST_209_6001236,3,49,49,42,32,44,1,t1post
brain_AXT1POST_209_6001236,4,48,49,40,31,43,1,t1post
brain_AXT1POST_209_6001236,5,49,49,45,39,47,1,t1post
brain_AXT1POST_209_6001236,6,49,49,40,33,45,1,t1post
brain_AXT1POST_209_6001236,7,49,49,47,40,48,1,t1post
brain_AXT1POST_209_6001236,8,49,49,46,37,48,1,t1post
brain_AXT1POST_209_6001236,9,49,49,41,32,46,1,t1post
brain_AXT1POST_209_6001234,0,49,49,42,36,45,1,t1post
brain_AXT1POST_209_6001234,1,49,49,44,37,46,1,t1post
brain_AXT1POST_209_6001234,2,49,49,44,38,46,1,t1post
brain_AXT1POST_209_6001234,3,49,49,45,35,46,1,t1post
brain_AXT1POST_209_6001234,4,49,49,47,39,48,1,t1post
brain_AXT1POST_209_6001234,5,49,49,46,41,47,1,t1post
brain_AXT1POST_209_6001234,6,49,49,46,39,47,1,t1post
brain_AXT1POST_209_6001234,7,49,49,46,41,48,1,t1post
brain_AXT1POST_209_6001234,8,49,49,44,39,46,1,t1post
brain_AXT1POST_209_6001234,9,49,49,44,39,47,1,t1post
brain_AXT1POST_209_6001199,0,49,49,42,33,45,1,t1post
brain_AXT1POST_209_6001199,1,48,49,40,32,44,1,t1post
brain_AXT1POST_209_6001199,2,49,49,41,34,43,1,t1post
brain_AXT1POST_209_6001199,3,49,49,42,34,45,1,t1post
brain_AXT1POST_209_6001199,4,49,49,45,37,47,1,t1post
brain_AXT1POST_209_6001199,5,49,49,44,33,47,1,t1post
brain_AXT1POST_209_6001199,6,49,49,47,37,48,1,t1post
brain_AXT1POST_209_6001199,7,49,49,44,34,47,1,t1post
brain_AXT1POST_209_6001199,8,49,49,45,39,48,1,t1post
brain_AXT1POST_209_6001199,9,49,49,43,35,47,1,t1post
brain_AXT1POST_209_6001109,0,49,49,44,37,46,1,t1post
brain_AXT1POST_209_6001109,1,48,49,41,33,43,1,t1post
brain_AXT1POST_209_6001109,2,49,49,45,39,47,1,t1post
brain_AXT1POST_209_6001109,3,49,49,43,35,46,1,t1post
brain_AXT1POST_209_6001109,4,49,49,44,38,46,1,t1post
brain_AXT1POST_209_6001109,5,49,49,43,37,46,1,t1post
brain_AXT1POST_209_6001109,6,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001109,7,49,49,48,40,49,1,t1post
brain_AXT1POST_209_6001109,8,49,49,46,39,48,1,t1post
brain_AXT1POST_209_6001109,9,49,49,44,36,47,1,t1post
brain_AXT1POST_209_6001064,0,49,49,46,37,47,1,t1post
brain_AXT1POST_209_6001064,1,49,49,45,36,46,1,t1post
brain_AXT1POST_209_6001064,2,49,49,44,34,45,1,t1post
brain_AXT1POST_209_6001064,3,49,49,43,31,46,1,t1post
brain_AXT1POST_209_6001064,4,49,49,43,34,45,1,t1post
brain_AXT1POST_209_6001064,5,49,49,43,36,46,1,t1post
brain_AXT1POST_209_6001064,6,49,49,43,31,45,1,t1post
brain_AXT1POST_209_6001064,7,49,49,45,38,47,1,t1post
brain_AXT1POST_209_6001064,8,49,49,43,34,46,1,t1post
brain_AXT1POST_209_6001064,9,49,49,44,34,47,1,t1post
brain_AXT1POST_208_2080634,0,49,49,40,32,42,1,t1post
brain_AXT1POST_208_2080634,1,49,49,47,39,48,1,t1post
brain_AXT1POST_208_2080634,2,49,49,42,33,44,1,t1post
brain_AXT1POST_208_2080634,3,49,49,45,36,46,1,t1post
brain_AXT1POST_208_2080634,4,49,49,45,37,47,1,t1post
brain_AXT1POST_208_2080634,5,49,49,48,40,48,1,t1post
brain_AXT1POST_208_2080634,6,49,49,46,40,48,1,t1post
brain_AXT1POST_208_2080634,7,49,49,44,36,47,1,t1post
brain_AXT1POST_208_2080634,8,49,49,47,40,48,1,t1post
brain_AXT1POST_208_2080634,9,49,49,45,35,47,1,t1post
brain_AXT1POST_208_2080624,0,49,49,48,41,49,1,t1post
brain_AXT1POST_208_2080624,1,48,49,39,31,40,1,t1post
brain_AXT1POST_208_2080624,2,49,49,42,35,44,1,t1post
brain_AXT1POST_208_2080624,3,48,49,38,27,38,1,t1post
brain_AXT1POST_208_2080624,4,49,49,43,34,44,1,t1post
brain_AXT1POST_208_2080624,5,49,49,45,35,46,1,t1post
brain_AXT1POST_208_2080624,6,49,49,41,30,43,1,t1post
brain_AXT1POST_208_2080624,7,49,49,46,37,47,1,t1post
brain_AXT1POST_208_2080624,8,49,49,47,37,48,1,t1post
brain_AXT1POST_208_2080624,9,49,49,43,32,46,1,t1post
brain_AXT1POST_208_2080553,0,49,49,43,35,44,1,t1post
brain_AXT1POST_208_2080553,1,48,49,39,30,41,1,t1post
brain_AXT1POST_208_2080553,2,48,49,38,31,40,1,t1post
brain_AXT1POST_208_2080553,3,49,49,47,40,48,1,t1post
brain_AXT1POST_208_2080553,4,49,49,43,37,45,1,t1post
brain_AXT1POST_208_2080553,5,49,49,41,32,44,1,t1post
brain_AXT1POST_208_2080553,6,49,49,46,37,47,1,t1post
brain_AXT1POST_208_2080553,7,49,49,45,36,47,1,t1post
brain_AXT1POST_208_2080553,8,49,49,48,39,49,1,t1post
brain_AXT1POST_208_2080553,9,49,49,43,35,46,1,t1post
brain_AXT1POST_208_2080504,0,49,49,44,33,44,1,t1post
brain_AXT1POST_208_2080504,1,49,49,44,33,46,1,t1post
brain_AXT1POST_208_2080504,2,49,49,44,38,47,1,t1post
brain_AXT1POST_208_2080504,3,49,49,42,36,45,1,t1post
brain_AXT1POST_208_2080504,4,49,49,45,37,47,1,t1post
brain_AXT1POST_208_2080504,5,49,49,41,33,46,1,t1post
brain_AXT1POST_208_2080504,6,49,49,43,34,47,1,t1post
brain_AXT1POST_208_2080504,7,49,49,44,37,47,1,t1post
brain_AXT1POST_208_2080504,8,49,49,41,35,46,1,t1post
brain_AXT1POST_208_2080504,9,49,49,41,35,46,1,t1post
brain_AXT1POST_208_2080422,0,48,49,37,26,42,1,t1post
brain_AXT1POST_208_2080422,1,49,49,44,33,47,1,t1post
brain_AXT1POST_208_2080422,2,49,49,43,33,46,1,t1post
brain_AXT1POST_208_2080422,3,49,49,46,38,48,1,t1post
brain_AXT1POST_208_2080422,4,49,49,48,41,49,1,t1post
brain_AXT1POST_208_2080422,5,49,49,42,34,45,1,t1post
brain_AXT1POST_208_2080422,6,49,49,46,36,48,1,t1post
brain_AXT1POST_208_2080422,7,49,49,46,39,48,1,t1post
brain_AXT1POST_208_2080422,8,49,49,48,41,48,1,t1post
brain_AXT1POST_208_2080422,9,49,49,46,37,47,1,t1post
brain_AXT1POST_208_2080421,0,49,49,43,34,46,1,t1post
brain_AXT1POST_208_2080421,1,49,49,43,32,46,1,t1post
brain_AXT1POST_208_2080421,2,48,49,39,33,42,1,t1post
brain_AXT1POST_208_2080421,3,49,49,43,34,46,1,t1post
brain_AXT1POST_208_2080421,4,49,49,46,39,47,1,t1post
brain_AXT1POST_208_2080421,5,49,49,46,40,47,1,t1post
brain_AXT1POST_208_2080421,6,49,49,45,35,46,1,t1post
brain_AXT1POST_208_2080421,7,49,49,44,36,47,1,t1post
brain_AXT1POST_208_2080421,8,49,49,40,33,44,1,t1post
brain_AXT1POST_208_2080421,9,49,49,47,37,48,1,t1post
brain_AXT1POST_208_2080392,0,47,48,33,29,38,1,t1post
brain_AXT1POST_208_2080392,1,48,49,38,33,42,1,t1post
brain_AXT1POST_208_2080392,2,49,49,41,35,43,1,t1post
brain_AXT1POST_208_2080392,3,49,49,42,32,44,1,t1post
brain_AXT1POST_208_2080392,4,49,49,48,42,48,1,t1post
brain_AXT1POST_208_2080392,5,49,49,45,37,46,1,t1post
brain_AXT1POST_208_2080392,6,48,49,38,30,42,1,t1post
brain_AXT1POST_208_2080392,7,49,49,44,35,46,1,t1post
brain_AXT1POST_208_2080392,8,49,49,44,33,46,1,t1post
brain_AXT1POST_208_2080392,9,49,49,45,35,47,1,t1post
brain_AXT1POST_208_2080383,0,49,49,44,34,46,1,t1post
brain_AXT1POST_208_2080383,1,49,49,42,33,46,1,t1post
brain_AXT1POST_208_2080383,2,49,49,40,32,44,1,t1post
brain_AXT1POST_208_2080383,3,49,49,41,33,45,1,t1post
brain_AXT1POST_208_2080383,4,49,49,47,40,48,1,t1post
brain_AXT1POST_208_2080383,5,49,49,45,40,47,1,t1post
brain_AXT1POST_208_2080383,6,49,49,48,43,49,1,t1post
brain_AXT1POST_208_2080383,7,49,49,46,40,47,1,t1post
brain_AXT1POST_208_2080383,8,48,49,42,32,45,1,t1post
brain_AXT1POST_208_2080383,9,49,49,44,36,46,1,t1post
brain_AXT1POST_208_2080213,0,48,49,38,30,41,1,t1post
brain_AXT1POST_208_2080213,1,49,49,44,37,46,1,t1post
brain_AXT1POST_208_2080213,2,49,49,42,32,45,1,t1post
brain_AXT1POST_208_2080213,3,48,49,38,31,41,1,t1post
brain_AXT1POST_208_2080213,4,49,49,42,33,44,1,t1post
brain_AXT1POST_208_2080213,5,49,49,44,35,46,1,t1post
brain_AXT1POST_208_2080213,6,49,49,43,32,46,1,t1post
brain_AXT1POST_208_2080213,7,49,49,47,39,48,1,t1post
brain_AXT1POST_208_2080213,8,49,49,45,37,47,1,t1post
brain_AXT1POST_208_2080213,9,49,49,45,37,47,1,t1post
brain_AXT1POST_208_2080082,0,49,49,41,34,44,1,t1post
brain_AXT1POST_208_2080082,1,49,49,45,39,47,1,t1post
brain_AXT1POST_208_2080082,2,49,49,43,36,46,1,t1post
brain_AXT1POST_208_2080082,3,49,49,45,38,47,1,t1post
brain_AXT1POST_208_2080082,4,49,49,43,33,46,1,t1post
brain_AXT1POST_208_2080082,5,49,49,46,39,47,1,t1post
brain_AXT1POST_208_2080082,6,49,49,43,32,45,1,t1post
brain_AXT1POST_208_2080082,7,49,49,46,37,47,1,t1post
brain_AXT1POST_208_2080082,8,49,49,47,42,48,1,t1post
brain_AXT1POST_208_2080082,9,49,49,45,40,47,1,t1post
brain_AXT1POST_207_2070786,0,49,49,40,33,44,1,t1post
brain_AXT1POST_207_2070786,1,48,49,39,30,43,1,t1post
brain_AXT1POST_207_2070786,2,47,48,36,29,41,1,t1post
brain_AXT1POST_207_2070786,3,47,48,35,27,40,1,t1post
brain_AXT1POST_207_2070786,4,49,49,43,35,46,1,t1post
brain_AXT1POST_207_2070786,5,49,49,43,34,46,1,t1post
brain_AXT1POST_207_2070786,6,48,49,39,30,43,1,t1post
brain_AXT1POST_207_2070786,7,49,49,48,38,48,1,t1post
brain_AXT1POST_207_2070786,8,49,49,45,36,47,1,t1post
brain_AXT1POST_207_2070786,9,49,49,45,36,48,1,t1post
brain_AXT1POST_208_2080009,0,49,49,45,34,47,1,t1post
brain_AXT1POST_208_2080009,1,49,49,43,36,46,1,t1post
brain_AXT1POST_208_2080009,2,48,49,39,31,41,1,t1post
brain_AXT1POST_208_2080009,3,48,49,40,32,42,1,t1post
brain_AXT1POST_208_2080009,4,49,49,44,34,46,1,t1post
brain_AXT1POST_208_2080009,5,49,49,45,35,47,1,t1post
brain_AXT1POST_208_2080009,6,49,49,48,40,49,1,t1post
brain_AXT1POST_208_2080009,7,49,49,42,33,45,1,t1post
brain_AXT1POST_208_2080009,8,49,49,47,37,48,1,t1post
brain_AXT1POST_208_2080009,9,49,49,48,40,48,1,t1post
brain_AXT1POST_207_2070123,0,24,41,25,11,33,1,t1post
brain_AXT1POST_207_2070123,1,42,48,30,20,38,1,t1post
brain_AXT1POST_207_2070123,2,22,42,14,13,26,1,t1post
brain_AXT1POST_207_2070123,3,47,49,36,24,41,1,t1post
brain_AXT1POST_207_2070123,4,49,49,47,40,48,1,t1post
brain_AXT1POST_207_2070123,5,39,47,24,18,34,1,t1post
brain_AXT1POST_207_2070123,6,45,48,33,23,39,1,t1post
brain_AXT1POST_207_2070123,7,47,48,36,25,41,1,t1post
brain_AXT1POST_207_2070123,8,47,49,36,25,41,1,t1post
brain_AXT1POST_207_2070123,9,49,49,42,30,45,1,t1post
brain_AXT1POST_207_2070099,0,48,49,39,32,43,1,t1post
brain_AXT1POST_207_2070099,1,49,49,45,38,47,1,t1post
brain_AXT1POST_207_2070099,2,49,49,43,33,46,1,t1post
brain_AXT1POST_207_2070099,3,49,49,47,37,47,1,t1post
brain_AXT1POST_207_2070099,4,49,49,44,35,47,1,t1post
brain_AXT1POST_207_2070099,5,49,49,47,38,48,1,t1post
brain_AXT1POST_207_2070099,6,49,49,45,36,48,1,t1post
brain_AXT1POST_207_2070099,7,49,49,47,38,48,1,t1post
brain_AXT1POST_207_2070099,8,49,49,44,36,47,1,t1post
brain_AXT1POST_207_2070099,9,49,49,45,38,47,1,t1post
brain_AXT1POST_205_6000153,0,49,49,44,37,45,1,t1post
brain_AXT1POST_205_6000153,1,49,49,42,33,42,1,t1post
brain_AXT1POST_205_6000153,2,48,49,40,31,40,1,t1post
brain_AXT1POST_205_6000153,3,49,49,45,36,46,1,t1post
brain_AXT1POST_205_6000153,4,49,49,47,40,48,1,t1post
brain_AXT1POST_205_6000153,5,49,49,47,40,47,1,t1post
brain_AXT1POST_205_6000153,6,49,49,45,33,46,1,t1post
brain_AXT1POST_205_6000153,7,49,49,47,39,48,1,t1post
brain_AXT1POST_205_6000153,8,49,49,47,39,48,1,t1post
brain_AXT1POST_205_6000153,9,49,49,44,33,47,1,t1post
brain_AXT1POST_205_2050259,0,49,49,47,40,48,1,t1post
brain_AXT1POST_205_2050259,1,49,49,46,38,47,1,t1post
brain_AXT1POST_205_2050259,2,49,49,42,36,43,1,t1post
brain_AXT1POST_205_2050259,3,49,49,42,32,43,1,t1post
brain_AXT1POST_205_2050259,4,49,49,47,36,48,1,t1post
brain_AXT1POST_205_2050259,5,49,49,45,37,46,1,t1post
brain_AXT1POST_205_2050259,6,49,49,45,37,46,1,t1post
brain_AXT1POST_205_2050259,7,49,49,47,39,47,1,t1post
brain_AXT1POST_205_2050259,8,49,49,46,39,47,1,t1post
brain_AXT1POST_205_2050259,9,49,49,48,41,48,1,t1post
brain_AXT1POST_205_2050159,0,40,47,25,19,31,1,t1post
brain_AXT1POST_205_2050159,1,41,48,28,20,33,1,t1post
brain_AXT1POST_205_2050159,2,49,49,41,29,40,1,t1post
brain_AXT1POST_205_2050159,3,13,36,10,9,15,1,t1post
brain_AXT1POST_205_2050159,4,49,49,42,31,43,1,t1post
brain_AXT1POST_205_2050159,5,39,48,26,18,32,1,t1post
brain_AXT1POST_205_2050159,6,17,41,16,9,21,1,t1post
brain_AXT1POST_205_2050159,7,49,49,42,28,45,1,t1post
brain_AXT1POST_205_2050159,8,49,49,45,32,47,1,t1post
brain_AXT1POST_205_2050159,9,30,45,23,13,32,1,t1post
brain_AXT1POST_205_2050148,0,49,49,45,37,47,1,t1post
brain_AXT1POST_205_2050148,1,49,49,47,40,48,1,t1post
brain_AXT1POST_205_2050148,2,49,49,48,40,48,1,t1post
brain_AXT1POST_205_2050148,3,49,49,45,37,45,1,t1post
brain_AXT1POST_205_2050148,4,49,49,48,41,48,1,t1post
brain_AXT1POST_205_2050148,5,49,49,48,38,48,1,t1post
brain_AXT1POST_205_2050148,6,49,49,46,36,48,1,t1post
brain_AXT1POST_205_2050148,7,49,49,46,40,47,1,t1post
brain_AXT1POST_205_2050148,8,49,49,45,37,47,1,t1post
brain_AXT1POST_205_2050148,9,49,49,47,38,48,1,t1post
brain_AXT1POST_205_2050146,0,49,49,46,39,47,1,t1post
brain_AXT1POST_205_2050146,1,49,49,42,34,42,1,t1post
brain_AXT1POST_205_2050146,2,49,49,45,34,44,1,t1post
brain_AXT1POST_205_2050146,3,49,49,43,37,44,1,t1post
brain_AXT1POST_205_2050146,4,49,49,44,37,45,1,t1post
brain_AXT1POST_205_2050146,5,48,49,37,29,40,1,t1post
brain_AXT1POST_205_2050146,6,49,49,42,37,45,1,t1post
brain_AXT1POST_205_2050146,7,49,49,49,40,49,1,t1post
brain_AXT1POST_205_2050146,8,49,49,47,41,48,1,t1post
brain_AXT1POST_205_2050146,9,49,49,46,36,48,1,t1post
brain_AXT1POST_205_2050102,0,49,49,41,36,43,1,t1post
brain_AXT1POST_205_2050102,1,48,49,38,26,40,1,t1post
brain_AXT1POST_205_2050102,2,49,49,45,38,45,1,t1post
brain_AXT1POST_205_2050102,3,49,49,47,42,47,1,t1post
brain_AXT1POST_205_2050102,4,49,49,45,37,46,1,t1post
brain_AXT1POST_205_2050102,5,49,49,43,34,45,1,t1post
brain_AXT1POST_205_2050102,6,49,49,47,42,48,1,t1post
brain_AXT1POST_205_2050102,7,49,49,46,40,47,1,t1post
brain_AXT1POST_205_2050102,8,49,49,44,35,46,1,t1post
brain_AXT1POST_205_2050102,9,49,49,47,41,48,1,t1post
brain_AXT1POST_205_2050068,0,49,49,45,38,46,1,t1post
brain_AXT1POST_205_2050068,1,49,49,45,35,46,1,t1post
brain_AXT1POST_205_2050068,2,49,49,45,37,47,1,t1post
brain_AXT1POST_205_2050068,3,49,49,41,33,43,1,t1post
brain_AXT1POST_205_2050068,4,49,49,47,41,47,1,t1post
brain_AXT1POST_205_2050068,5,49,49,44,39,44,1,t1post
brain_AXT1POST_205_2050068,6,49,49,46,37,47,1,t1post
brain_AXT1POST_205_2050068,7,49,49,47,39,48,1,t1post
brain_AXT1POST_205_2050068,8,49,49,47,40,48,1,t1post
brain_AXT1POST_205_2050068,9,49,49,47,40,48,1,t1post
brain_AXT1POST_205_2050055,0,49,49,46,37,46,1,t1post
brain_AXT1POST_205_2050055,1,48,49,40,32,42,1,t1post
brain_AXT1POST_205_2050055,2,49,49,45,38,45,1,t1post
brain_AXT1POST_205_2050055,3,49,49,44,38,45,1,t1post
brain_AXT1POST_205_2050055,4,49,49,43,35,45,1,t1post
brain_AXT1POST_205_2050055,5,48,49,42,31,44,1,t1post
brain_AXT1POST_205_2050055,6,49,49,44,36,46,1,t1post
brain_AXT1POST_205_2050055,7,49,49,43,31,45,1,t1post
brain_AXT1POST_205_2050055,8,49,49,47,38,48,1,t1post
brain_AXT1POST_205_2050055,9,49,49,46,38,47,1,t1post
brain_AXT1POST_205_2050026,0,49,49,43,36,45,1,t1post
brain_AXT1POST_205_2050026,1,49,49,40,33,43,1,t1post
brain_AXT1POST_205_2050026,2,49,49,45,31,46,1,t1post
brain_AXT1POST_205_2050026,3,49,49,43,34,44,1,t1post
brain_AXT1POST_205_2050026,4,49,49,42,32,43,1,t1post
brain_AXT1POST_205_2050026,5,49,49,45,37,46,1,t1post
brain_AXT1POST_205_2050026,6,49,49,44,34,46,1,t1post
brain_AXT1POST_205_2050026,7,49,49,45,36,47,1,t1post
brain_AXT1POST_205_2050026,8,49,49,42,34,45,1,t1post
brain_AXT1POST_205_2050026,9,49,49,46,38,48,1,t1post
brain_AXT1POST_203_6000877,0,49,49,47,39,48,1,t1post
brain_AXT1POST_203_6000877,1,49,49,45,37,47,1,t1post
brain_AXT1POST_203_6000877,2,49,49,41,28,45,1,t1post
brain_AXT1POST_203_6000877,3,49,49,47,38,48,1,t1post
brain_AXT1POST_203_6000877,4,49,49,41,34,45,1,t1post
brain_AXT1POST_203_6000877,5,49,49,47,38,48,1,t1post
brain_AXT1POST_203_6000877,6,48,49,41,32,45,1,t1post
brain_AXT1POST_203_6000877,7,49,49,43,29,46,1,t1post
brain_AXT1POST_203_6000877,8,48,49,40,32,45,1,t1post
brain_AXT1POST_203_6000877,9,49,49,46,37,48,1,t1post
brain_AXT1POST_203_6000867,0,49,49,45,36,47,1,t1post
brain_AXT1POST_203_6000867,1,48,49,38,27,42,1,t1post
brain_AXT1POST_203_6000867,2,49,49,46,37,48,1,t1post
brain_AXT1POST_203_6000867,3,49,49,44,35,46,1,t1post
brain_AXT1POST_203_6000867,4,49,49,43,34,46,1,t1post
brain_AXT1POST_203_6000867,5,49,49,45,38,48,1,t1post
brain_AXT1POST_203_6000867,6,49,49,42,32,46,1,t1post
brain_AXT1POST_203_6000867,7,49,49,43,31,46,1,t1post
brain_AXT1POST_203_6000867,8,49,49,41,36,46,1,t1post
brain_AXT1POST_203_6000867,9,49,49,44,35,47,1,t1post
brain_AXT1POST_203_6000861,0,48,48,37,28,41,1,t1post
brain_AXT1POST_203_6000861,1,49,49,42,35,45,1,t1post
brain_AXT1POST_203_6000861,2,49,49,41,33,45,1,t1post
brain_AXT1POST_203_6000861,3,49,49,44,36,47,1,t1post
brain_AXT1POST_203_6000861,4,49,49,41,31,45,1,t1post
brain_AXT1POST_203_6000861,5,48,49,38,28,44,1,t1post
brain_AXT1POST_203_6000861,6,49,49,41,32,46,1,t1post
brain_AXT1POST_203_6000861,7,49,49,42,36,46,1,t1post
brain_AXT1POST_203_6000861,8,49,49,39,33,45,1,t1post
brain_AXT1POST_203_6000861,9,49,49,42,34,46,1,t1post
brain_AXT1POST_203_6000827,0,49,49,45,38,47,1,t1post
brain_AXT1POST_203_6000827,1,49,49,41,33,45,1,t1post
brain_AXT1POST_203_6000827,2,49,49,43,35,46,1,t1post
brain_AXT1POST_203_6000827,3,49,49,46,39,48,1,t1post
brain_AXT1POST_203_6000827,4,49,49,41,29,45,1,t1post
brain_AXT1POST_203_6000827,5,48,49,40,30,45,1,t1post
brain_AXT1POST_203_6000827,6,49,49,43,35,47,1,t1post
brain_AXT1POST_203_6000827,7,49,49,44,34,47,1,t1post
brain_AXT1POST_203_6000827,8,49,49,42,30,47,1,t1post
brain_AXT1POST_203_6000827,9,49,49,44,38,47,1,t1post
brain_AXT1POST_203_6000814,0,49,49,41,34,43,1,t1post
brain_AXT1POST_203_6000814,1,49,49,45,38,47,1,t1post
brain_AXT1POST_203_6000814,2,49,49,42,35,45,1,t1post
brain_AXT1POST_203_6000814,3,49,49,46,37,48,1,t1post
brain_AXT1POST_203_6000814,4,49,49,45,38,47,1,t1post
brain_AXT1POST_203_6000814,5,49,49,44,36,47,1,t1post
brain_AXT1POST_203_6000814,6,49,49,44,33,47,1,t1post
brain_AXT1POST_203_6000814,7,49,49,42,35,46,1,t1post
